"","SrcID_Feat","unit","mean_dist"
"732",2131,95,942.2124145508
"733",2499,95,752.584357010658
"734",2500,95,535.554875007039
"735",3774,95,721.785606916512
"736",4873,95,512.36851396231
"737",310,96,732.182121147525
"738",1599,96,689.697648200406
"739",3554,96,622.541184581382
"740",3579,96,672.01440159276
"741",2121,97,667.014149442596
"742",2131,97,1000
"743",2499,97,826.059575574103
"744",2500,97,485.587384310636
"745",2506,97,618.94327290852
"746",4114,97,715.975365956583
"747",4873,97,762.326520647286
"748",310,98,622.541184581382
"749",1599,98,841.7344824218
"750",3554,98,732.182121147525
"751",3579,98,647.438320252935
"752",310,99,640.221693162766
"753",699,99,882.51054224469
"754",1193,99,950
"755",3579,99,632.667784643934
"756",3774,99,908.413470459
"757",310,100,921.546302795375
"758",1193,100,693.026595778667
"759",2121,100,862.492234173882
"760",2131,100,899.726599121133
"761",2499,100,831.885481092611
"762",2500,100,580.251773256242
"763",3774,100,584.274702805708
"764",4873,100,570.678894587893
"765",2499,101,756.70023712153
"766",2500,101,902.769256592
"767",2506,101,551.150590885296
"768",4114,101,907.316061268696
"769",4845,101,907.316061268696
"770",1193,102,888.922970241944
"771",2121,102,679.817475703702
"772",2131,102,1000
"773",2499,102,745.866832508706
"774",2500,102,397.926639080094
"775",2506,102,759.280105590763
"776",4114,102,823.925046648214
"777",4873,102,662.733639384395
"778",771,103,826.548645019464
"779",1538,103,912.218616485563
"780",1549,103,944.04406738275
"781",2401,103,944.04406738275
"782",2653,103,823.683654785095
"783",3746,103,589.830080978268
"784",4118,103,608.296315193188
"785",4135,103,657.817241093822
"786",771,104,963.8808898925
"787",1614,104,683.760170145234
"788",2031,104,955.6777801515
"789",2281,104,887.964240579
"790",2653,104,580.825343449875
"791",3746,104,955.117533365667
"792",4118,104,590.300892384817
"793",4135,104,954.753662109375
"794",4862,104,846.861193205105
"795",1537,105,618.219612878664
"796",1554,105,619.946151355058
"797",2397,105,822.875802704727
"798",2399,105,926.23620605475
"799",2401,105,940.2655181885
"800",3555,105,901.52220458985
"801",1614,106,976.094645182333
"802",2153,106,1000
"803",2319,106,898.1463867187
"804",2351,106,884.7534606933
"805",2352,106,514.131034519348
"806",2353,106,910.338631766143
"807",2354,106,518.353344726543
"808",2355,106,730.490057614733
"809",3839,106,900.207618713375
"810",4854,106,758.720406426333
"811",1614,107,859.998114952615
"812",2153,107,753.933436393672
"813",2351,107,879.813646104556
"814",2352,107,716.593222684581
"815",2354,107,779.169367934667
"816",2355,107,484.376781887509
"817",3637,107,984.885803223
"818",4854,107,727.359430486455
"819",1614,108,836.162247387284
"820",2153,108,568.524001840431
"821",2282,108,942.497660319
"822",2351,108,872.163879394571
"823",2352,108,842.86080269187
"824",2354,108,943.1069335936
"825",2355,108,486.094873046894
"826",3637,108,970.634663899667
"827",4854,108,713.825063414424
"828",84,109,877.90625
"829",311,109,553.296067903821
"830",1599,109,802.089124803351
"831",2400,109,942.154792785625
"832",2503,109,827.6947009277
"833",2242,110,837.940438565273
"834",2243,110,760.391690721627
"835",2278,110,573.172678203476
"836",2297,110,900.69345092775
"837",140,111,940.2655181885
"838",143,111,921.954467773
"839",1074,111,940.417255108154
"840",2243,111,836.920301649259
"841",2278,111,628.534585823665
"842",3379,111,943.510345459
"843",2242,112,901.184346516952
"844",2243,112,936.820022582917
"845",2278,112,629.3377394903
"846",3379,112,937.470926920556
"847",3407,112,971.699066162
"848",1830,113,789.867309570259
"849",1831,113,665.382168313696
"850",1832,113,422.637628728697
"851",1847,113,936.069381713875
"852",1986,113,901.168632956
"853",2393,113,937.470926920556
"854",3536,113,428.659554617816
"855",3537,113,801.819881554758
"856",4861,113,984.885803223
"857",4902,113,753.604418436604
"858",637,114,766.069692408702
"859",3669,114,873.287811279
"860",3827,114,756.593884059321
"861",3854,114,902.711966378333
"862",4863,114,670.039809226937
"863",4864,114,727.844943884576
"864",4865,114,916.246696472125
"865",4876,114,398.76775791337
"866",4877,114,833.093510380444
"867",4878,114,518.567679202939
"868",4880,114,992.4429016115
"869",4901,114,925.158959961
"870",637,115,866.42986278041
"871",3816,115,915.874843052429
"872",3827,115,616.949808329059
"873",3839,115,962.234161377
"874",3843,115,886.819684196941
"875",4879,115,621.401357523567
"876",4880,115,506.5042713512
"877",4900,115,971.699066162
"878",4901,115,994.974761963
"879",4913,115,894.799987792917
"880",1601,116,925.192803955
"881",3854,116,723.354106512559
"882",4863,116,380.502115249688
"883",4864,116,377.216552734405
"884",4865,116,814.92554443352
"885",4876,116,746.829391891865
"886",4877,116,909.738616943375
"887",4878,116,775.993149651333
"888",1537,117,789.884813713242
"889",1595,117,951.841186523333
"890",2401,117,970.634663899667
"891",3555,117,607.477881735202
"892",3556,117,863.1435463645
"893",2031,118,984.885803223
"894",2057,118,1000
"895",2279,118,873.369890998353
"896",2480,118,951.841186523333
"897",3067,118,712.463696628133
"898",3576,118,808.910498301125
"899",3889,118,431.567887946761
"900",3890,118,703.080564611
"901",3891,118,873.619898302759
"902",3892,118,555.488138417721
"903",4855,118,885.521994850818
"904",2480,119,652.535350915121
"905",3067,119,434.73281232049
"906",3879,119,859.806591796867
"907",3889,119,857.505549678037
"908",3890,119,845.445868598056
"909",3891,119,760.949684990722
"910",3892,119,522.822022409167
"911",4845,119,760.033283072394
"912",1614,120,807.075452721609
"913",2031,120,894.489083426286
"914",2280,120,599.358897659019
"915",2281,120,599.65919682014
"916",2282,120,927.175964355417
"917",2310,120,955.6777801515
"918",3576,120,798.201670328689
"919",4118,120,814.192592845206
"920",4855,120,859.957480037882
"921",4862,120,437.170352877108
"922",771,121,1000
"923",1538,121,832.543049473871
"924",1549,121,905.145487467444
"925",2399,121,850.989966759308
"926",2401,121,783.200534596118
"927",2653,121,948.683288574
"928",3746,121,628.797282660157
"929",4118,121,691.622786888692
"930",4135,121,537.058935501985
"931",1614,122,742.888108376847
"932",2153,122,592.175383872191
"933",2282,122,804.425036781632
"934",2351,122,874.789794922
"935",2352,122,921.546302795375
"936",2355,122,578.407137640586
"937",3637,122,904.8287150065
"938",4854,122,563.79679399375
"939",1614,123,584.669491137466
"940",2280,123,883.52615865075
"941",2281,123,590.531488223918
